Time To Mat,Call Price,Spot Price,Realized Volatility,Implied Volatility
1.05819,159.5,1086.47,0.17858,0.185061
1.05819,160.999,1083.53,0.178919,0.188886
1.05818,161.999,1085,0.178801,0.189436
1.05818,162.499,1084.5,0.178676,0.187238
1.05818,162.505,1084.62,0.178614,0.187169
1.05818,162.504,1085.72,0.178709,0.188739
1.05818,162.505,1087.95,0.179193,0.192373
1.05817,162.504,1092.22,0.180905,0.18806
1.05817,167,1092.53,0.180903,0.193152
1.05817,166.999,1093.05,0.180241,0.193979
1.05816,167.099,1092.55,0.17572,0.191632
1.05815,170.999,1094.5,0.175885,nan
1.05815,159.1,1092.8,0.17609,0.190562
1.05815,160.1,1093.05,0.175833,nan
1.05815,155.505,1092.55,0.17585,0.18669
1.05813,155.5,1091.65,0.17591,0.185306
1.05812,158.95,1096.15,0.177816,0.184295
1.05812,158.55,1095.62,0.177477,0.18821
1.05811,159,1097,0.177593,0.188661
1.05811,159.5,1097.25,0.176362,0.188087
1.05811,160,1098.5,0.176527,0.186457
1.05811,159.55,1092.85,0.178709,0.190835
1.0581,159.5,1087.22,0.181256,0.186466
1.05807,159.55,1097.45,0.187256,0.195563
1.05807,160.5,1096.38,0.187224,0.191456
1.05807,159.55,1095.75,0.186904,0.19269
1.05806,159.55,1090.28,0.188661,0.195454
1.05801,160,1092.5,0.178245,0.201348
1.05799,167.5,1096.65,0.177076,0.193225
1.05799,167,1097.5,0.176297,0.181393
1.05799,167.005,1097.45,0.176209,nan
1.05799,167.5,1099,0.1747,nan
1.05798,171,1099.5,0.171052,0.182344
1.05797,171.5,1104.53,0.173175,nan
1.05797,168,1105.55,0.173238,nan
1.05797,168.005,1106.45,0.171326,nan
1.05796,172,1106.47,0.171151,0.184811
1.05796,253.955,1109.75,0.172016,0.185252
1.05795,249.005,1107.67,0.171597,nan
1.05795,168.505,1108.83,0.170906,nan
1.05793,169.5,1107.97,0.170884,nan
1.05793,169.505,1109.93,0.171151,nan
1.05792,169.505,1103.4,0.175365,0.185374
1.0579,167.005,1094.25,0.183265,nan
1.0579,167.005,1093.75,0.183295,nan
1.05789,167,1091.53,0.183767,0.196311
1.05788,167,1087.05,0.185466,0.190286
1.05788,167,1092.47,0.187497,nan
1.05788,167,1094.95,0.18793,0.198086
1.05788,167,1094.5,0.187822,0.198238
1.05787,167,1091.97,0.188416,0.19405
1.05787,167,1088.5,0.189469,0.201792
1.05787,166.995,1090.15,0.189644,0.194508
1.05786,168.49,1089.5,0.189671,0.202228
1.05785,168.488,1085.38,0.191174,0.195946
1.05784,168.488,1091.47,0.194349,0.19639
1.05784,168.489,1091.67,0.193788,0.203039
1.05783,168.988,1089.25,0.194329,0.208904
1.05783,168.988,1094.5,0.196531,0.206212
1.05782,168.988,1094.47,0.196302,0.210558
1.05781,168.988,1091.55,0.197075,0.205544
1.05781,168.988,1089.47,0.197422,0.203881
1.05781,168.988,1090.6,0.197503,0.206308
1.0578,169.038,1093.6,0.198218,0.211004
1.0578,169.493,1093.1,0.198236,0.210564
1.05778,169.493,1094.38,0.198351,0.212583
1.05778,169.494,1093.47,0.196452,0.211407
1.05777,169.493,1097,0.197405,0.201173
1.05777,169.494,1096.95,0.197392,0.202997
1.05777,169.988,1096.83,0.197275,0.201585
1.05777,169.993,1096.38,0.197207,0.212612
1.05776,170.988,1097.25,0.196989,0.21148
1.05776,171.038,1096.4,0.197077,0.209586
1.05775,171.043,1096.88,0.197057,0.210496
1.05775,171.043,1096.75,0.197058,0.210257
1.05775,171.043,1097.5,0.197077,0.211445
1.05774,171.043,1096.53,0.197179,0.209944
1.05774,171.043,1096.35,0.196748,0.209872
1.05773,174.488,1097,0.19662,0.201774
1.05773,171.987,1096.75,0.196621,0.207128
1.05773,171.992,1098,0.196712,0.209094
1.05773,172.492,1097.28,0.196618,0.206931
1.05772,172.493,1096.5,0.196671,0.205518
1.05772,172.492,1098.47,0.196931,0.208747
1.05772,172.493,1098.22,0.193298,0.208867
1.05771,172.492,1097.25,0.193036,0.200081
1.05771,172.493,1096.38,0.193146,0.198169
1.0577,172.492,1097.35,0.193188,0.199936
1.0577,172.493,1095.88,0.1934,0.197683
1.0577,172.492,1096.03,0.186394,0.198343
1.0577,172.493,1096.62,0.186406,0.197352
1.0577,173.487,1096.75,0.186403,0.195182
1.05769,171.992,1093.22,0.186691,0.193185
1.05769,171.993,1093.5,0.186384,0.194192
1.05769,171.992,1093.75,0.181864,0.193975
1.05768,169.493,1093,0.181946,nan
1.05768,169.497,1092.75,0.180015,nan
1.05768,169.459,1090.5,0.180592,nan
1.05768,169.009,1089.92,0.180648,nan
1.05768,169.999,1091.5,0.180805,nan
1.05767,169.009,1091.22,0.165549,nan
1.05767,169.5,1088.8,0.165532,0.174691
1.05767,169.504,1089,0.165287,nan
1.05767,165.014,1086.7,0.165365,nan
1.05766,169.014,1086.55,0.159989,nan
1.05766,168.549,1085.7,0.160046,nan
1.05765,168.999,1090.25,0.162149,nan
1.05765,168.549,1089,0.162319,nan
1.05765,161.049,1087.03,0.162718,0.173757
1.05764,161.05,1087.1,0.16199,0.174667
1.05764,161.049,1086.88,0.161497,0.172865
1.05764,168.999,1086.65,0.15946,nan
1.05763,163.505,1086.62,0.158303,nan
1.05762,163.505,1083.7,0.158939,nan
1.05762,160.505,1084.2,0.158964,0.16388
1.05761,163.5,1084.03,0.158044,nan
1.05754,254.5,1151,0.408279,nan
1.05558,254.5,1151,0.408245,nan
1.05555,143,1103.5,0.488331,0.412639
1.05555,166,1107.8,0.488867,0.501237
1.05555,166.5,1106.6,0.488785,0.499262
1.05553,168,1110.95,0.488786,0.50227
1.05553,171,1117.4,0.490067,0.493309
1.05553,171,1116.5,0.490104,0.494466
1.05553,171,1114.53,0.490242,0.503336
1.05552,171.5,1109.17,0.49113,0.506001
1.05552,178,1109.5,0.491017,0.504713
1.05552,172.045,1106.75,0.491291,0.502495
1.05551,172.044,1109.5,0.491503,0.495415
1.0555,172.05,1112.22,0.491679,0.500057
1.0555,172.1,1112,0.491046,0.499941
1.0555,172.005,1111.97,0.491032,0.49886
1.05549,169.505,1108.2,0.491478,0.498914
1.05549,169.505,1107.22,0.491515,0.498297
1.05549,169.504,1105.5,0.491576,0.495703
1.05548,169.504,1107.3,0.490559,0.495703
1.05548,169.005,1107,0.489426,0.497294
1.05548,169,1111,0.486446,0.501239
1.05547,171.5,1113.83,0.486635,0.493725
1.05546,173,1118.25,0.487206,0.497436
1.05546,173.999,1118.5,0.486096,0.496596
1.05546,174.004,1118.9,0.485961,0.494988
1.05546,177.005,1119,0.485431,0.499618
1.05545,178,1115.97,0.485753,0.491474
1.05544,173.5,1113.3,0.486015,0.498639
1.05544,173.5,1112.83,0.485958,0.498425
1.05544,173.5,1108.9,0.486491,0.492222
1.05544,173.5,1112.33,0.486037,0.498601
1.05543,173.5,1115.45,0.486313,0.49068
1.05543,174.5,1115.35,0.486292,0.500572
1.05542,175,1114.5,0.48632,0.498019
1.05542,175,1115.42,0.486,0.499514
1.05542,177.005,1110.85,0.486554,0.498879
1.05542,177.005,1111.75,0.486538,0.501384
1.05541,178.005,1114.17,0.486699,0.490867
1.05541,175,1113.1,0.486619,0.496652
1.05541,177,1112.47,0.485187,0.502652
1.05541,177.5,1112.35,0.482263,0.498401
1.05541,177,1111.67,0.482272,0.492686
1.0554,173.005,1107.8,0.48262,0.496196
1.0554,173.005,1108.72,0.48189,0.498322
1.05539,174.505,1108.45,0.480934,0.492869
1.05539,174.505,1108.75,0.480744,0.491418
1.05538,173,1108.12,0.480752,0.493646
1.05537,172.5,1108.5,0.48051,0.495431
1.05537,172.5,1105.62,0.480362,0.490502
1.05537,172.5,1107.88,0.480432,0.493681
1.05535,172.5,1106.65,0.480474,0.491924
1.05535,172.5,1106.38,0.479835,0.491584
1.05534,173,1107.5,0.47863,0.490853
1.05534,173.5,1108.97,0.47869,0.489532
1.05534,173.05,1108.55,0.478468,0.490062
1.05534,173.049,1109.22,0.477569,0.490663
1.05533,174.005,1108.5,0.477593,0.485471
1.05522,175,1111.58,0.477552,0.487892
1.05522,174.549,1111.22,0.477384,0.488338
1.05521,175,1112.65,0.477404,0.489138
1.05521,174.75,1112.9,0.477126,0.49016
1.0552,174.755,1113.45,0.477115,0.490444
1.0552,174.755,1113.2,0.477079,0.490033
1.05519,173.25,1111.95,0.477107,0.491593
1.05519,174.75,1110,0.476855,0.485067
1.05518,170.55,1109.5,0.476867,0.481887
1.05517,171.05,1110.5,0.476891,0.48227
1.05515,169.55,1105.67,0.477705,0.490304
1.05514,168,1107.08,0.477742,0.485888
1.05514,169.5,1108.9,0.477812,0.485218
1.05514,169,1106.3,0.478054,0.482529
1.05512,167.5,1107.85,0.478125,0.488967
1.05511,167.995,1107.9,0.47811,0.488007
1.05508,168.5,1108.78,0.47809,0.488124
1.05508,168,1109.5,0.4781,0.490394
1.05507,168.5,1112.53,0.478374,0.493911
1.05506,172.5,1115.25,0.47859,0.489191
1.05502,174,1116,0.478561,0.487221
1.05501,173.995,1116.08,0.478534,0.487289
1.05497,175.995,1120.08,0.478985,0.488719
1.05496,174,1122.05,0.47898,0.485585
1.05496,174,1121.95,0.478976,0.485417
1.05494,173.5,1120.75,0.478994,0.484712
1.05492,175,1121.25,0.478956,0.493825
1.05491,175.5,1121.7,0.478938,0.493265
1.05491,176,1125.97,0.479372,0.486889
1.0549,176.895,1125.47,0.47939,0.484851
1.0549,257.45,1125.65,0.479386,0.495687
1.0549,257.451,1124.78,0.479428,0.494307
1.05487,259.45,1130.03,0.47973,0.48606
1.05487,212,1129.8,0.47974,0.492113
1.0548,262,1134,0.480221,0.486907
1.05284,262,1134,0.480184,0.486907
1.05282,250,1138.5,0.480713,0.487382
1.05281,252.5,1135.5,0.480842,0.489598
1.05281,252.499,1135,0.480836,0.489068
1.05279,259.999,1146.03,0.484337,0.488848
1.05279,260.499,1139.67,0.485776,0.496374
1.05276,185,1131.75,0.487704,0.499711
1.05275,185,1131.5,0.487716,0.503173
1.0527,179.999,1112.5,0.499419,0.49714
1.05269,180.004,1109,0.49986,0.515115
1.05268,180.999,1107.28,0.499943,0.51094
1.05268,181.004,1107.03,0.499302,0.510705
1.05268,181.005,1106.55,0.499249,0.508684
1.05268,173.505,1108.5,0.499197,0.505648
1.05267,173.51,1114,0.500097,0.514101
1.05267,174,1112.5,0.500186,0.512394
1.05266,174,1109.08,0.500607,0.507235
1.05266,174,1109.45,0.500606,0.50866
1.05266,174,1110.12,0.50028,0.509708
1.05266,173.5,1107,0.500639,0.505388
1.05265,173.5,1107.75,0.500644,0.507269
1.05265,173.5,1109.25,0.327719,0.509612
1.05262,172.5,1107.75,0.327776,0.341498
1.05262,172.505,1110.25,0.193564,0.333604
1.05262,172.505,1110.28,0.192032,0.209219
1.05261,172.505,1110.25,0.191905,0.206146
1.05261,173,1113.5,0.191199,0.197921
1.05261,173.005,1113.65,0.187676,0.196754
1.05261,173.005,1114.5,0.187676,0.203458
1.0526,173.005,1112.5,0.187686,0.200069
1.0526,173.005,1112.5,0.18521,0.200089
1.05259,173.005,1112.62,0.185203,0.195389
1.05259,173.005,1111.92,0.18457,0.194187
1.05257,173.005,1106.5,0.186488,nan
1.05256,172.005,1105.2,0.185962,nan
1.05255,172.005,1106.25,0.186067,nan
1.05255,172.005,1104.53,0.18631,0.19818
1.05254,168.005,1102.55,0.185433,0.192991
1.05254,163,1101.53,0.185442,0.189574
1.05253,167,1102.5,0.185283,0.193625
1.05253,165,1101,0.185174,0.195714
1.05253,165,1097.78,0.186054,0.190274
1.05253,165,1095.28,0.185091,0.200096
1.05252,162.505,1094.62,0.184341,0.191108
1.05252,162.505,1094.33,0.182486,0.189133
1.05252,157.5,1093.25,0.182535,0.195796
1.05252,156.5,1087.78,0.184989,0.189703
1.05252,156,1087.03,0.184997,0.194636
1.05251,156,1085.53,0.184485,0.192338
1.05251,149.5,1083.92,0.184145,0.192451
1.0525,155,1082.78,0.184215,0.188823
1.0525,153.5,1082.5,0.18303,0.192132
1.0525,155.5,1083,0.181889,0.19769
1.0525,153.5,1082.75,0.180866,0.187866
1.05249,151,1081.75,0.180911,0.190281
1.05249,151.5,1082,0.18091,0.189555
1.05249,153.5,1084.25,0.181378,0.188207
1.05249,153.5,1082.5,0.179936,0.186464
1.05248,151,1082,0.179822,0.188805
1.05248,148,1078.38,0.180221,0.19025
1.05247,148,1077.75,0.180179,0.190107
1.05247,148,1078.5,0.180275,0.191151
1.05246,150,1080.5,0.180766,0.18959
1.05246,147.5,1078.5,0.181032,0.19351
1.05246,147.75,1078.5,0.17988,0.193444
1.05245,154,1078.25,0.179752,0.187793
1.05245,152.5,1074.75,0.180742,0.185888
1.05245,153.5,1077.25,0.181445,0.189205
1.05245,151,1075.25,0.181715,0.193579
1.05244,152,1081.97,0.18621,0.189922
1.05244,151.175,1080.5,0.185743,0.198623
1.05244,151.174,1079.5,0.185255,0.196186
1.05243,150.675,1071.75,0.190297,0.196799
1.05243,150.674,1075,0.191428,0.199768
1.05243,143,1069.5,0.193685,0.200345
1.05243,142.5,1068,0.193527,0.203878
1.05242,135,1069.5,0.193833,0.199796
1.05241,137.5,1065.45,0.194967,0.20052
1.05241,137,1064.7,0.19497,0.202906
1.05241,136,1065.45,0.194083,0.206346
1.05241,137.5,1065.45,0.194097,0.20102
1.05241,137.5,1064.25,0.193871,0.199342
1.0524,136,1067.88,0.195292,0.207617
1.0524,138.5,1064.25,0.196142,0.199363
1.0524,133,1067.62,0.197412,0.20706
1.05239,133.05,1066.12,0.197463,0.207334
1.05239,134,1067.62,0.197579,0.207332
1.05238,134.05,1066.75,0.1976,0.20619
1.05238,134,1064,0.197937,0.202438
1.05236,130,1067,0.197322,0.205011
1.05236,130,1066.65,0.197069,0.203281
1.05236,131.5,1066.5,0.196676,0.210848
1.05235,132.65,1066.5,0.196276,0.207341
1.05234,130.15,1067.5,0.196136,0.20205
1.05234,128.65,1067.67,0.196146,0.205575
1.05234,132.68,1068.7,0.196187,0.209365
1.05233,132.75,1070.5,0.196497,0.200028
1.05233,132.9,1066.58,0.19667,0.206497
1.05232,133,1066.25,0.19586,0.206141
1.05231,133.1,1071,0.198097,0.199264
1.0523,126.1,1071.75,0.198192,0.209569
1.0523,133,1073.5,0.197028,0.207803
1.0523,133,1073.25,0.196566,0.205112
1.0523,133.25,1069.53,0.197509,0.21004
1.05229,133.25,1069.58,0.197487,0.211994
1.05229,132.75,1070.75,0.197642,0.202985
1.05227,133.3,1064.47,0.200536,0.204843
1.05227,133.5,1068.05,0.200174,0.215252
1.05226,133.501,1074.75,0.204571,0.2124
1.05226,133.75,1072.25,0.204895,0.216942
1.05225,135,1072.25,0.2049,0.214629
1.05225,135,1072.53,0.202411,0.215037
1.05223,129.971,1073.7,0.20264,0.211842
1.05222,130.221,1073.78,0.200951,0.211817
1.05221,130.221,1072.53,0.200974,0.206617
1.05221,131.22,1071.5,0.199005,0.214658
1.0522,131,1062.07,0.205319,0.209613
1.0522,130.001,1064.03,0.20588,0.215521
1.05219,131,1066.5,0.196299,0.217792
1.05219,129.5,1065.5,0.193815,0.200765
1.05218,131,1068.5,0.190703,0.208386
1.05218,131.5,1067.25,0.190741,0.199188
1.05217,130.5,1067.45,0.159903,0.201918
1.05217,131.5,1072.5,0.162067,0.169113
1.05216,131,1068.75,0.163128,0.169079
1.05215,131.25,1069.5,0.163251,0.171703
1.05215,131,1069.3,0.163251,0.172249
1.05215,130.5,1068.75,0.162732,0.172632
1.05213,129.501,1069.25,0.159357,0.174705
1.05206,238.001,1067.5,0.159439,0.168968
1.04463,238.001,1067.5,0.158518,0.168968
1.0446,200,1061,0.162546,0.164516
1.04459,189.95,1059,0.162691,nan
1.04459,187.55,1057.28,0.162162,nan
1.04459,105.049,1060.5,0.163467,0.170969
1.04458,103,1055.62,0.165225,0.171596
1.04458,104,1056.5,0.165311,0.173954
1.04458,104.499,1057.1,0.164565,0.173776
1.04458,122.499,1057.08,0.16456,0.177002
1.04457,127.499,1059.83,0.165638,0.168973
1.04457,127.5,1064.15,0.166712,0.1773
1.04456,132.5,1070.15,0.170918,0.176271
1.04456,127.5,1065.58,0.172543,0.177995
1.04455,125,1062.97,0.172799,0.183456
1.04455,124.999,1055.35,0.177974,0.185119
1.04455,127.499,1057,0.178393,0.191821
1.04455,115,1057.65,0.178514,0.187627
1.04454,127.499,1057.5,0.176279,0.181721
1.04453,120,1060.5,0.177369,0.187404
1.04452,120,1058.72,0.177363,0.187404
1.04451,120.001,1059.2,0.177282,0.187735
1.04451,125,1055.7,0.178023,0.182688
1.04451,120.001,1058.5,0.179,0.188071
1.0445,120.001,1063,0.18115,0.184495
1.04449,125,1066.22,0.182241,0.193416
1.04449,125.005,1065.75,0.181468,0.194899
1.04449,127.5,1071.5,0.184428,0.195779
1.04448,132,1068.72,0.185028,0.198822
1.04448,129.505,1068.65,0.18503,0.193949
1.04447,130,1069.4,0.185051,0.193863
1.04447,132.1,1069,0.182512,0.18832
1.04446,131.1,1067.47,0.182657,0.195323
1.04445,130.5,1066.15,0.182622,0.195126
1.04444,129,1063.25,0.183148,0.194468
1.04443,127.5,1061.08,0.183444,0.195996
1.04443,125.005,1061.9,0.183541,0.191802
1.04443,126,1065.47,0.184836,0.194731
1.04443,127.25,1063,0.185343,0.190809
1.04442,130.75,1064.97,0.18571,0.198207
1.04441,127.501,1067.97,0.186619,0.199097
1.04441,127.501,1063.1,0.18818,0.199097
1.0444,127.5,1063.25,0.187968,0.197254
1.0444,127.501,1065.3,0.188412,0.199753
1.04439,115.5,1061,0.188929,0.19928
1.04439,123.25,1060.5,0.18892,0.193076
1.04439,122,1059,0.189013,0.193922
1.04438,121,1057.75,0.188688,0.194736
1.04438,121.005,1058.22,0.188432,0.194736
1.04438,121.5,1055.75,0.188923,0.20148
1.04438,119,1057.5,0.189277,0.198957
1.04437,119,1057.53,0.188271,0.198957
1.04437,117,1058.3,0.187706,0.191643
1.04437,119,1057.25,0.187473,0.196175
1.04436,117,1053.85,0.184036,0.195749
1.04436,116.55,1053.53,0.183897,0.189498
1.04435,117,1055.17,0.184183,0.190426
1.04435,119.45,1053.25,0.179069,0.194399
1.04435,117,1053.75,0.177979,0.190678
1.04433,116.9,1052.75,0.175265,0.187361
1.04433,116.45,1053.28,0.175126,0.183722
1.04432,115.65,1052.67,0.17488,0.184519
1.04431,114.9,1048.7,0.174871,0.180395
1.04431,114.9,1048.53,0.174835,0.180142
1.0443,109.9,1048.53,0.174756,0.180068
1.04429,110.4,1046.72,0.175034,0.188176
1.04429,112.4,1047.15,0.17496,0.184551
1.04428,114.9,1049.58,0.174216,0.181739
1.04427,113.5,1051.22,0.173323,0.185817
1.04427,115.4,1052.88,0.17241,0.181777
1.04426,116.4,1053.03,0.172225,0.177782
1.04426,116.9,1053.45,0.171989,0.17681
1.04425,116.9,1052.25,0.172053,0.17681
1.04425,115.4,1052.12,0.171345,0.178208
1.04423,114.9,1053,0.170453,0.179178
1.04423,115.9,1052.75,0.170449,0.174676
1.04422,115.95,1052.75,0.170451,0.17455
1.04421,116.4,1051.03,0.170718,0.182997
1.04421,115.95,1051,0.170586,0.184566
1.04421,112.5,1051,0.170578,0.180621
1.0442,114.9,1050.5,0.170448,0.174224
1.04419,112.4,1048.85,0.170281,0.177662
1.04419,114.9,1049.67,0.168938,0.184381
1.04417,114.9,1054.62,0.171651,0.1766
1.04417,115.4,1055.92,0.16944,0.182641
1.04417,115.41,1056.7,0.169447,0.179278
1.04417,115.51,1057.17,0.169122,0.179716
1.04416,117,1057.78,0.169178,0.176365
1.04416,118,1056.22,0.168062,0.183815
1.04416,117.5,1057.2,0.168184,0.172251
1.04414,117,1054.42,0.168754,0.181704
1.04414,117.5,1054.7,0.164799,0.182035
1.04412,118.5,1055.83,0.163524,0.173314
1.04411,118,1055.08,0.158528,0.17091
1.04411,117.5,1054.45,0.157958,0.173124
1.0441,112.01,1055.53,0.158125,0.16276
1.0441,116.51,1054.58,0.158177,0.162963
1.04409,116.51,1053.33,0.158112,0.162963
1.04408,117,1052.53,0.158149,0.170821
1.04408,117.5,1050.5,0.15841,0.166933
1.04407,117,1051.58,0.158513,0.170112
1.04405,116.999,1051.53,0.14869,0.170248
1.04405,116.95,1051.5,0.148191,0.162571
1.04405,116.46,1050.75,0.147438,0.161711
1.04403,112.001,1046.05,0.149871,0.152562
1.04403,112,1047.42,0.148981,0.159274
1.04402,113.499,1047.1,0.14885,0.153496
1.04402,114.499,1047.15,0.14884,0.1628
1.04401,113,1050.5,0.147145,0.159005
1.04401,106.501,1051.25,0.145734,0.160205
1.044,107.501,1049.85,0.145824,0.153095
1.04397,107.501,1045.9,0.147573,0.153095
1.04396,107,1045.3,0.147579,0.151827
1.04395,105.505,1045.75,0.147572,0.155989
1.04395,105.75,1043.8,0.147668,0.152801
1.04395,105.8,1044.53,0.147769,0.153835
1.04394,103,1043.97,0.142956,0.159958
1.04394,106,1043.8,0.142528,0.154849
1.04392,107,1043.55,0.142212,0.151286
1.04392,107.5,1045.03,0.141133,0.151423
1.04189,107.5,1045.03,0.138253,0.151423
1.04186,105.5,1052.55,0.145484,0.146469
1.04185,100,1037,0.172753,0.153289
1.04184,107.5,1042.62,0.176268,0.185418
1.04184,105,1044.58,0.175879,0.189088
1.04183,105.5,1042.47,0.174242,0.184335
1.04183,100.5,1042.83,0.170356,0.181522
1.04182,101.5,1040.72,0.168795,0.180502
1.04182,102.5,1042.38,0.168567,0.177168
1.04181,101.499,1037.3,0.165318,0.172464
1.0418,98.0005,1028.85,0.172466,0.175506
1.0418,100.499,1032.12,0.173717,0.17601
1.04179,95.5005,1029,0.174615,0.186516
1.04179,95.5,1029.5,0.173591,0.176983
1.04179,95.5005,1029.5,0.173366,0.186891
1.04178,95.75,1029.5,0.173318,0.185843
1.04178,95.7495,1029.2,0.17223,0.185371
1.04177,93.75,1026.75,0.17179,0.184927
1.04177,93.25,1028.38,0.169813,0.175299
1.04177,92.75,1028.25,0.16851,0.172383
1.04176,92.2505,1028.28,0.168521,0.171003
1.04176,92.2005,1027.9,0.164614,0.182644
1.04176,91.7,1028.53,0.164116,0.1768
1.04175,91.2005,1027.47,0.164163,0.175696
1.04175,89.5,1026.5,0.164072,0.166682
1.04175,86,1026.05,0.164073,0.174327
1.04175,88.5,1024.12,0.164214,0.177964
1.04174,87.55,1025.5,0.164465,0.170217
1.04174,87.5,1025.5,0.163783,0.17084
1.04174,87.525,1026.5,0.163612,0.17065
1.04174,88,1026.75,0.163508,0.16948
1.04173,88.5,1028,0.162149,0.169626
1.04173,89,1028.05,0.161662,0.165774
1.04173,96,1028.1,0.161103,0.172038
1.04172,90.0005,1028.03,0.159893,0.17322
1.04172,91.0005,1028.25,0.157652,0.168684
1.04172,90.9955,1028.9,0.157736,0.165022
1.04172,92.0005,1029.45,0.1572,0.163472
1.04171,92.625,1031,0.155798,0.162848
1.04171,92.75,1031.75,0.155912,0.160687
1.04171,93,1031.5,0.155734,0.160004
1.04171,92.5,1030.53,0.155684,0.159619
1.04171,91.5,1030.6,0.155637,0.162
1.0417,89.5,1029.9,0.15509,0.165809
1.0417,95,1031.4,0.154998,0.165395
1.0417,92,1030.78,0.15501,0.159653
1.0417,92.5,1031.55,0.155014,0.159454
1.0417,90.25,1031.5,0.154942,0.164772
1.04169,94.75,1032.1,0.153844,0.166573
1.04169,92.0005,1030,0.154282,0.156372
1.04169,88,1027.47,0.154519,0.163678
1.04169,86,1025.5,0.154561,0.16652
1.04168,90,1026,0.154563,0.157632
1.04168,90.5,1024.85,0.154599,0.167014
1.04168,85.505,1024.53,0.154529,0.166678
1.04168,86,1028.53,0.156684,0.158295
1.04167,86.0005,1027,0.155253,0.160714
1.04167,89.0005,1027.45,0.155302,0.163193
1.04166,89.5,1027.5,0.155304,0.162157
1.04166,89.0005,1026.6,0.155062,0.162248
1.04165,90,1029.65,0.15627,0.163147
1.04164,89.0025,1027.88,0.155796,0.165745
1.04163,90,1034.03,0.160149,0.158192
1.04163,90.005,1036.3,0.160465,0.169793
1.04162,91,1037.03,0.160542,0.168987
1.04162,92.5,1038.22,0.160712,0.167119
1.04162,91,1038.88,0.160652,0.171873
1.04162,92,1039.25,0.16068,0.16986
1.04161,92.5,1036.5,0.161356,0.165166
1.0416,92,1038.78,0.162017,0.170649
1.0416,95,1039.5,0.162096,0.165773
1.0416,95.005,1039.5,0.161807,0.165919
1.04159,94.505,1038.75,0.161854,0.165556
1.04159,94.5045,1038.47,0.161856,0.165294
1.04159,94.9995,1038.97,0.161881,0.164769
1.04159,94.5095,1038.97,0.161611,0.165984
1.04158,94.9995,1038.75,0.161519,0.163986
1.04158,93.5,1037.65,0.158741,0.165946
1.04157,94.9995,1039.47,0.158956,0.171089
1.04157,94.5095,1039.97,0.158909,0.161437
1.04157,94.5495,1041,0.159024,0.162588
1.04157,94.9995,1041.03,0.158965,0.161779
1.04155,96.4995,1045.35,0.160996,0.163814
1.04155,96,1045.75,0.160897,0.169598
1.04154,98,1051.05,0.163302,0.171809
1.04154,99.5,1053.58,0.164003,0.176521
1.04154,100,1056.25,0.164645,0.168553
1.04154,101,1056.7,0.164604,0.168084
1.04154,102,1057.25,0.164589,0.178292
1.04153,102.005,1058.5,0.164631,0.168104
1.04153,105.005,1058.97,0.164548,0.173623
1.04153,107.505,1059.5,0.164389,0.168242
1.04152,106.005,1059.75,0.164313,0.171854
1.04152,107,1059.15,0.16388,0.16848
1.04152,107.005,1056.92,0.164334,0.176378
1.04151,106.505,1056.92,0.164333,0.178473
1.04151,106,1055.8,0.16448,0.1781
1.04151,102.005,1056.03,0.164415,0.176318
1.04151,104.05,1054.4,0.162215,0.169062
1.04151,106,1055,0.162055,0.172754
1.0415,106.001,1055.03,0.162038,0.172467
1.0415,105.001,1052.15,0.162986,0.170838
1.04149,103.05,1047.28,0.164382,0.170744
1.04149,98.0505,1044.42,0.165182,0.169723
1.04149,94.0555,1044.35,0.164984,0.168833
1.04149,96.005,1044.35,0.163289,0.175692
1.04148,94.005,1044.03,0.163261,0.176627
1.04148,92.5,1040.97,0.164258,0.176131
1.04148,90.505,1040.1,0.16393,0.169828
1.04148,92.5,1043.38,0.165079,0.168734
1.04147,93.005,1043.95,0.165084,0.170594
1.04147,96.005,1046.3,0.165683,0.178492
1.04147,96.25,1048.2,0.166056,0.169774
1.04146,97.5,1048.75,0.165857,0.18018
1.04146,96.2505,1050.75,0.166274,0.173583
1.04146,97,1047.75,0.161019,0.180454
1.04145,107.475,1052.5,0.13363,0.175283
1.04145,107.975,1052.25,0.129392,0.142802
1.04145,108.975,1053.5,0.129088,0.133688
1.04145,110.975,1055.75,0.129046,0.143407
1.04145,109.975,1055.97,0.12904,0.134098
1.04144,110.725,1054.5,0.128693,0.14214
1.04144,108.025,1053.72,0.128464,0.134872
1.04144,108.225,1053.47,0.124558,0.133587
1.04142,99.2505,1054,0.112883,0.136002
1.04142,99.255,1049.03,0.115511,nan
1.04141,105.98,1050.42,0.113981,0.120729
1.04141,107.47,1046.45,0.116659,nan
1.0414,101.005,1047.25,0.11672,0.13051
1.04139,94.01,1038.65,0.128077,0.123994
1.04139,94.015,1039,0.128066,0.135257
1.04138,93.505,1039.42,0.127123,0.136996
1.04138,93,1038.92,0.126831,0.135665
1.04137,92.0005,1036.75,0.127566,0.134668
1.04137,91.0005,1036.25,0.127613,0.13788
1.04136,90.505,1037.72,0.127866,0.141037
1.04136,91.75,1036.75,0.127982,0.137332
1.04136,91.505,1038.38,0.128136,0.14023
1.04135,92,1040.95,0.128832,0.130807
1.04134,93.005,1042.82,0.129211,0.132271
1.04134,100.505,1042.62,0.128594,0.138709
1.04134,100.96,1043.1,0.12839,0.137021
1.04134,101.01,1042.78,0.128419,0.136063
